X,Y,Index_,ACCNUM,YEAR,DATE,TIME,Hour,STREET1,STREET2,OFFSET,ROAD_CLASS,District,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,FATAL_NO,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,Division,Ward_Name,Ward_ID,Hood_ID,Hood_Name,ObjectId
-79.442981,43.650614,80632244,6001735682,2016,2016-09-30T04:00:00.000Z,52,0,DUNDAS ST W,STERLING RD, ,Minor Arterial,Toronto and East York,43.650614,-79.442981,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Driver,25 to 29,None,0,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,11,,,84,,59
-79.442981,43.650614,80632245,6001735682,2016,2016-09-30T04:00:00.000Z,52,0,DUNDAS ST W,STERLING RD, ,Minor Arterial,Toronto and East York,43.650614,-79.442981,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Passenger,30 to 34,Major,0, , , , , , , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,11,,,84,,60
-79.30179,43.688145,7376203,1274658,2012,2012-01-13T05:00:00.000Z,117,1,DANFORTH AVE,MAIN ST, ,Major Arterial,Toronto and East York,43.688145,-79.30179,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Angle,Vehicle Owner,unknown, ,0, ,"Automobile, Station Wagon", , , , , , , , , , , ,Yes, , ,Yes, , , ,Yes,Yes, , ,"54,55",,,62,,61
-79.30179,43.688145,7376204,1274658,2012,2012-01-13T05:00:00.000Z,117,1,DANFORTH AVE,MAIN ST, ,Major Arterial,Toronto and East York,43.688145,-79.30179,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Angle,Driver,35 to 39,Major,0,East,Other,Going Ahead,Disobeyed Traffic Control,Normal, , , , , , , , ,Yes, , ,Yes, , , ,Yes,Yes, , ,"54,55",,,62,,62
-79.30179,43.688145,7376205,1274658,2012,2012-01-13T05:00:00.000Z,117,1,DANFORTH AVE,MAIN ST, ,Major Arterial,Toronto and East York,43.688145,-79.30179,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Angle,Vehicle Owner,unknown, ,0, ,Other, , , , , , , , , , , ,Yes, , ,Yes, , , ,Yes,Yes, , ,"54,55",,,62,,63
-79.30179,43.688145,7376206,1274658,2012,2012-01-13T05:00:00.000Z,117,1,DANFORTH AVE,MAIN ST, ,Major Arterial,Toronto and East York,43.688145,-79.30179,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Angle,Driver,30 to 34,Minimal,0,South,Municipal Transit Bus (TTC),Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , ,Yes, , , ,Yes,Yes, , ,"54,55",,,62,,64
-79.38659,43.650845,6617310,1229063,2011,2011-03-18T04:00:00.000Z,130,1,UNIVERSITY Aven,QUEEN Stre W, ,Major Arterial,Toronto and East York,43.650845,-79.38659,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Angle,Driver,45 to 49,Major,0,North,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Inattentive, , , , , , , , ,Yes, , , , , , ,Yes,Yes, , ,52,,,76,,65
-79.38659,43.650845,6617311,1229063,2011,2011-03-18T04:00:00.000Z,130,1,UNIVERSITY Aven,QUEEN Stre W, ,Major Arterial,Toronto and East York,43.650845,-79.38659,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Angle,Vehicle Owner,unknown, ,0, ,Other, , , , , , , , , , , ,Yes, , , , , , ,Yes,Yes, , ,52,,,76,,66
-79.38659,43.650845,6617312,1229063,2011,2011-03-18T04:00:00.000Z,130,1,UNIVERSITY Aven,QUEEN Stre W, ,Major Arterial,Toronto and East York,43.650845,-79.38659,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Angle,Driver,40 to 44,None,0,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , , , ,Yes,Yes, , ,52,,,76,,67
-79.216319,43.795016,80942458,8000000595,2018,2018-01-01T05:00:00.000Z,137,1,NEILSON RD,401 C W NEILSON RAMP RD, ,Expressway,Scarborough,43.795016,-79.216319,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Passenger,20 to 24,Major,0, , , , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes,Yes, , ,42,,,132,,68
-79.216319,43.795016,80942459,8000000595,2018,2018-01-01T05:00:00.000Z,137,1,NEILSON RD,401 C W NEILSON RAMP RD, ,Expressway,Scarborough,43.795016,-79.216319,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Passenger,75 to 79,Minimal,0, , , , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes,Yes, , ,42,,,132,,69
-79.216319,43.795016,80942460,8000000595,2018,2018-01-01T05:00:00.000Z,137,1,NEILSON RD,401 C W NEILSON RAMP RD, ,Expressway,Scarborough,43.795016,-79.216319,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Passenger,75 to 79,Minimal,0, , , , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes,Yes, , ,42,,,132,,70
-79.216319,43.795016,80942461,8000000595,2018,2018-01-01T05:00:00.000Z,137,1,NEILSON RD,401 C W NEILSON RAMP RD, ,Expressway,Scarborough,43.795016,-79.216319,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Passenger,75 to 79,Minimal,0, , , , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes,Yes, , ,42,,,132,,71
-79.216319,43.795016,80942462,8000000595,2018,2018-01-01T05:00:00.000Z,137,1,NEILSON RD,401 C W NEILSON RAMP RD, ,Expressway,Scarborough,43.795016,-79.216319,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Passenger,30 to 34,Major,0, , , , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes,Yes, , ,42,,,132,,72
-79.216319,43.795016,80942463,8000000595,2018,2018-01-01T05:00:00.000Z,137,1,NEILSON RD,401 C W NEILSON RAMP RD, ,Expressway,Scarborough,43.795016,-79.216319,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Driver,75 to 79,Minimal,0,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , ,Yes,Yes,Yes,Yes, , ,42,,,132,,73
-79.216319,43.795016,80942464,8000000595,2018,2018-01-01T05:00:00.000Z,137,1,NEILSON RD,401 C W NEILSON RAMP RD, ,Expressway,Scarborough,43.795016,-79.216319,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Driver,20 to 24,Major,0,West,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Had Been Drinking, , , , , , , , ,Yes, , , , ,Yes,Yes,Yes,Yes, , ,42,,,132,,74
-79.442966,43.773787,80934479,7001372110,2017,2017-07-31T04:00:00.000Z,139,1,BATHURST ST,FINCH AVE W, ,Major Arterial,North York,43.773787,-79.442966,Intersection,At Intersection,Traffic Signal,Clear,"Daylight, artificial",Dry,Non-Fatal Injury,Angle,Passenger,70 to 74,Major,0, , , , , , , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,32,,,37,,75
-79.442966,43.773787,80934480,7001372110,2017,2017-07-31T04:00:00.000Z,139,1,BATHURST ST,FINCH AVE W, ,Major Arterial,North York,43.773787,-79.442966,Intersection,At Intersection,Traffic Signal,Clear,"Daylight, artificial",Dry,Non-Fatal Injury,Angle,Passenger,25 to 29,None,0, , , , , , , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,32,,,37,,76
-79.442966,43.773787,80934481,7001372110,2017,2017-07-31T04:00:00.000Z,139,1,BATHURST ST,FINCH AVE W, ,Major Arterial,North York,43.773787,-79.442966,Intersection,At Intersection,Traffic Signal,Clear,"Daylight, artificial",Dry,Non-Fatal Injury,Angle,Driver,75 to 79,Major,0,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,32,,,37,,77
-79.442966,43.773787,80934482,7001372110,2017,2017-07-31T04:00:00.000Z,139,1,BATHURST ST,FINCH AVE W, ,Major Arterial,North York,43.773787,-79.442966,Intersection,At Intersection,Traffic Signal,Clear,"Daylight, artificial",Dry,Non-Fatal Injury,Angle,Driver,30 to 34,None,0,West,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Normal, , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,32,,,37,,78
-79.57079,43.691545,6915025,1178852,2010,2010-06-01T04:00:00.000Z,143,1,DIXON RD,MARTIN GROVE RD, ,Major Arterial,Etobicoke York,43.691545,-79.57079,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Angle,Vehicle Owner,unknown, ,0, ,Other, , , , , , , , , , , ,Yes, , , , , , ,Yes,Yes, , ,23,,,1,,79
-79.57079,43.691545,6915026,1178852,2010,2010-06-01T04:00:00.000Z,143,1,DIXON RD,MARTIN GROVE RD, ,Major Arterial,Etobicoke York,43.691545,-79.57079,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Angle,Driver,20 to 24,Minimal,0,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , , , ,Yes,Yes, , ,23,,,1,,80
-79.57079,43.691545,6915027,1178852,2010,2010-06-01T04:00:00.000Z,143,1,DIXON RD,MARTIN GROVE RD, ,Major Arterial,Etobicoke York,43.691545,-79.57079,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Angle,Driver,60 to 64,Major,0,East,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Unknown, , , , , , , , ,Yes, , , , , , ,Yes,Yes, , ,23,,,1,,81
-79.25809,43.734545,5417990,1063951,2008,2008-10-13T04:00:00.000Z,145,1,EGLINTON Ave E,MIDLAND Ave, ,Major Arterial,Scarborough,43.734545,-79.25809,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Angle,Vehicle Owner,unknown, ,0, ,Other, , , , , , , , , , , ,Yes, , , , , ,Yes,Yes,Yes, , ,41,,,138,,82
-79.25809,43.734545,5417991,1063951,2008,2008-10-13T04:00:00.000Z,145,1,EGLINTON Ave E,MIDLAND Ave, ,Major Arterial,Scarborough,43.734545,-79.25809,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Angle,Driver,30 to 34,None,0,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , , ,Yes,Yes,Yes, , ,41,,,138,,83
-79.25809,43.734545,5417992,1063951,2008,2008-10-13T04:00:00.000Z,145,1,EGLINTON Ave E,MIDLAND Ave, ,Major Arterial,Scarborough,43.734545,-79.25809,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Angle,Vehicle Owner,unknown, ,0, ,Other, , , , , , , , , , , ,Yes, , , , , ,Yes,Yes,Yes, , ,41,,,138,,84
-79.25809,43.734545,5417993,1063951,2008,2008-10-13T04:00:00.000Z,145,1,EGLINTON Ave E,MIDLAND Ave, ,Major Arterial,Scarborough,43.734545,-79.25809,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Angle,Driver,35 to 39,Major,0,South,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Unknown, , , , , , , , ,Yes, , , , , ,Yes,Yes,Yes, , ,41,,,138,,85
-79.234683,43.78385,80790482,7003025582,2017,2017-11-19T05:00:00.000Z,145,1,MARKHAM RD,HIGHWAY 401 C E, ,Expressway,Scarborough,43.78385,-79.234683,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Turning Movement,Driver,30 to 34,Minor,0,South,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Normal, , , , , , , , ,Yes, , , , , , ,Yes,Yes, , ,43,,,137,,86
-79.234683,43.78385,80790483,7003025582,2017,2017-11-19T05:00:00.000Z,145,1,MARKHAM RD,HIGHWAY 401 C E, ,Expressway,Scarborough,43.78385,-79.234683,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Turning Movement,Driver,30 to 34,Minimal,0,East,"Automobile, Station Wagon",Turning Left,Driving Properly,Normal, , , , , , , , ,Yes, , , , , , ,Yes,Yes, , ,43,,,137,,87
-79.234683,43.78385,80790484,7003025582,2017,2017-11-19T05:00:00.000Z,145,1,MARKHAM RD,HIGHWAY 401 C E, ,Expressway,Scarborough,43.78385,-79.234683,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Turning Movement,Driver,35 to 39,None,0,East,"Automobile, Station Wagon",Turning Left,Driving Properly,Normal, , , , , , , , ,Yes, , , , , , ,Yes,Yes, , ,43,,,137,,88
-79.234683,43.78385,80790485,7003025582,2017,2017-11-19T05:00:00.000Z,145,1,MARKHAM RD,HIGHWAY 401 C E, ,Expressway,Scarborough,43.78385,-79.234683,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Turning Movement,Other,5 to 9,Minor,0, , , , , , , , , , , , , ,Yes, , , , , , ,Yes,Yes, , ,43,,,137,,89
-79.234683,43.78385,80790486,7003025582,2017,2017-11-19T05:00:00.000Z,145,1,MARKHAM RD,HIGHWAY 401 C E, ,Expressway,Scarborough,43.78385,-79.234683,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Turning Movement,Other,0 to 4,Major,0, , , , , , , , , , , , , ,Yes, , , , , , ,Yes,Yes, , ,43,,,137,,90
-79.516185,43.700148,7484785,1323691,2012,2012-09-21T04:00:00.000Z,152,1,WESTON Rd,LAWRENCE Ave W, ,Major Arterial,Etobicoke York,43.700148,-79.516185,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Angle,Driver,30 to 34,Minor,0,South,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,"Ability Impaired, Alcohol Over .08", , , , , , , , ,Yes, , , , , ,Yes,Yes,Yes,Yes, ,12,,,113,,91
-79.516185,43.700148,7484786,1323691,2012,2012-09-21T04:00:00.000Z,152,1,WESTON Rd,LAWRENCE Ave W, ,Major Arterial,Etobicoke York,43.700148,-79.516185,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Angle,Other Property Owner,unknown, ,0, ,Other, , , , , , , , , , , ,Yes, , , , , ,Yes,Yes,Yes,Yes, ,12,,,113,,92
-79.516185,43.700148,7484787,1323691,2012,2012-09-21T04:00:00.000Z,152,1,WESTON Rd,LAWRENCE Ave W, ,Major Arterial,Etobicoke York,43.700148,-79.516185,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Angle,Vehicle Owner,unknown, ,0, ,Other, , , , , , , , , , , ,Yes, , , , , ,Yes,Yes,Yes,Yes, ,12,,,113,,93
-79.516185,43.700148,7484788,1323691,2012,2012-09-21T04:00:00.000Z,152,1,WESTON Rd,LAWRENCE Ave W, ,Major Arterial,Etobicoke York,43.700148,-79.516185,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Angle,Driver,40 to 44,Major,0,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , , ,Yes,Yes,Yes,Yes, ,12,,,113,,94
-79.42309,43.675545,7841611,1366140,2013,2013-06-27T04:00:00.000Z,205,2,DAVENPORT Rd,CHRISTIE St, ,Minor Arterial,Toronto and East York,43.675545,-79.42309,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,Driver,unknown,None,0,West,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Unknown, , , , , , , ,Yes,Yes, , , , , , ,Yes,Yes, , ,13,,,94,,95
-79.42309,43.675545,7841612,1366140,2013,2013-06-27T04:00:00.000Z,205,2,DAVENPORT Rd,CHRISTIE St, ,Minor Arterial,Toronto and East York,43.675545,-79.42309,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,50 to 54,Major,0,North,Bicycle,Going Ahead, , , , , ,"Motorist without ROW drives into path of cyclist at inter, lnwy, dwy-Driver not turn.",Driving Properly,Normal, ,Yes,Yes, , , , , , ,Yes,Yes, , ,13,,,94,,96
-79.259883,43.716773,80769401,6001573505,2016,2016-09-05T04:00:00.000Z,210,2,ST CLAIR AVE E,DANFORTH RD, ,Major Arterial,Scarborough,43.716773,-79.259883,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Driver,45 to 49,None,0,South,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Inattentive, , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,41,,,120,,97
-79.259883,43.716773,80769402,6001573505,2016,2016-09-05T04:00:00.000Z,210,2,ST CLAIR AVE E,DANFORTH RD, ,Major Arterial,Scarborough,43.716773,-79.259883,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Driver,45 to 49,None,0,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,41,,,120,,98
-79.259883,43.716773,80769403,6001573505,2016,2016-09-05T04:00:00.000Z,210,2,ST CLAIR AVE E,DANFORTH RD, ,Major Arterial,Scarborough,43.716773,-79.259883,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Passenger,50 to 54,Major,0, , , , , , , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,41,,,120,,99
-79.33739,43.654945,5418919,1064349,2008,2008-08-26T04:00:00.000Z,235,2,CARLAW Aven,LAKE SHORE Boul E, ,Major Arterial,Toronto and East York,43.654945,-79.33739,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Angle,Driver,30 to 34,Major,0,South,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,"Ability Impaired, Alcohol", , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes,Yes, ,55,,,70,,100
-79.33739,43.654945,5418920,1064349,2008,2008-08-26T04:00:00.000Z,235,2,CARLAW Aven,LAKE SHORE Boul E, ,Major Arterial,Toronto and East York,43.654945,-79.33739,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Angle,Passenger,25 to 29,Major,0, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes,Yes, ,55,,,70,,101
-79.33739,43.654945,5418921,1064349,2008,2008-08-26T04:00:00.000Z,235,2,CARLAW Aven,LAKE SHORE Boul E, ,Major Arterial,Toronto and East York,43.654945,-79.33739,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Angle,Passenger,20 to 24,Major,0, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes,Yes, ,55,,,70,,102
-79.33739,43.654945,5418922,1064349,2008,2008-08-26T04:00:00.000Z,235,2,CARLAW Aven,LAKE SHORE Boul E, ,Major Arterial,Toronto and East York,43.654945,-79.33739,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Angle,Driver,25 to 29,Major,0,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes,Yes, ,55,,,70,,103
-79.61407,43.755446,7846656,1368204,2013,2013-07-27T04:00:00.000Z,257,2,HIGHWAY 27  N,STEELES AVE W, ,Major Arterial,Etobicoke York,43.755446,-79.61407,Intersection, ,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Angle,Driver,25 to 29,Minimal,0,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,23,,,1,,104
-79.61407,43.755446,7846657,1368204,2013,2013-07-27T04:00:00.000Z,257,2,HIGHWAY 27  N,STEELES AVE W, ,Major Arterial,Etobicoke York,43.755446,-79.61407,Intersection, ,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Angle,Passenger,25 to 29,Minor,0, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,23,,,1,,105
-79.61407,43.755446,7846658,1368204,2013,2013-07-27T04:00:00.000Z,257,2,HIGHWAY 27  N,STEELES AVE W, ,Major Arterial,Etobicoke York,43.755446,-79.61407,Intersection, ,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Angle,Vehicle Owner,unknown, ,0, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,23,,,1,,106
-79.61407,43.755446,7846659,1368204,2013,2013-07-27T04:00:00.000Z,257,2,HIGHWAY 27  N,STEELES AVE W, ,Major Arterial,Etobicoke York,43.755446,-79.61407,Intersection, ,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Angle,Driver,25 to 29,Minor,0,North,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Inattentive, , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,23,,,1,,107
-79.292049,43.729903,80778082,7000825885,2017,2017-05-10T04:00:00.000Z,2017,20,ASHTONBEE RD,HAKIMI AV              (411),9 m East of,Collector,Scarborough,43.729903,-79.292049,Intersection,Intersection Related,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Driver,20 to 24,None,0,East,Pick Up Truck,Going Ahead,Disobeyed Traffic Control,Normal, , , , , , , , ,Yes, , , , ,Yes,Yes,Yes,Yes, , ,41,,,119,,108
-79.292049,43.729903,80778083,7000825885,2017,2017-05-10T04:00:00.000Z,2017,20,ASHTONBEE RD,HAKIMI AV              (411),9 m East of,Collector,Scarborough,43.729903,-79.292049,Intersection,Intersection Related,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Driver,45 to 49,Major,0,West,"Automobile, Station Wagon",Turning Left,Driving Properly,Normal, , , , , , , , ,Yes, , , , ,Yes,Yes,Yes,Yes, , ,41,,,119,,109
-79.292049,43.729903,80778084,7000825885,2017,2017-05-10T04:00:00.000Z,2017,20,ASHTONBEE RD,HAKIMI AV              (411),9 m East of,Collector,Scarborough,43.729903,-79.292049,Intersection,Intersection Related,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Passenger,15 to 19,Minor,0, , , , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes,Yes, , ,41,,,119,,110
-79.364269,43.769412,80209225,4002131801,2014,2014-05-22T04:00:00.000Z,2020,20,LESLIE ST,ESTHER SHINER BLVD, ,Major Arterial,North York,43.769412,-79.364269,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Driver,25 to 29,None,0,South,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,"Ability Impaired, Alcohol", , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes,Yes, ,33,,,52,,111
-79.364269,43.769412,80209226,4002131801,2014,2014-05-22T04:00:00.000Z,2020,20,LESLIE ST,ESTHER SHINER BLVD, ,Major Arterial,North York,43.769412,-79.364269,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Driver,60 to 64,Major,0,East,"Automobile, Station Wagon",Turning Left,Driving Properly,Normal, , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes,Yes, ,33,,,52,,112
-79.364269,43.769412,80209227,4002131801,2014,2014-05-22T04:00:00.000Z,2020,20,LESLIE ST,ESTHER SHINER BLVD, ,Major Arterial,North York,43.769412,-79.364269,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Passenger,60 to 64,Minor,0, , , , , , , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes,Yes, ,33,,,52,,113
-79.49199,43.767345,6221127,1202126,2010,2010-10-24T04:00:00.000Z,2022,20,KEELE ST,MURRAY ROSS PKWY, ,Major Arterial,North York,43.767345,-79.49199,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Turning Movement,Driver,50 to 54,None,0,South,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Unknown, , , , , , , , ,Yes, , , , , , ,Yes,Yes, , ,31,,,27,,114
-79.49199,43.767345,6221128,1202126,2010,2010-10-24T04:00:00.000Z,2022,20,KEELE ST,MURRAY ROSS PKWY, ,Major Arterial,North York,43.767345,-79.49199,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Turning Movement,Driver,20 to 24,Major,0,North,"Automobile, Station Wagon",Turning Left,Driving Properly,Normal, , , , , , , , ,Yes, , , , , , ,Yes,Yes, , ,31,,,27,,115
-79.334384,43.709986,80212976,4002458189,2014,2014-07-08T04:00:00.000Z,2028,20,DON MILLS RD,OVERLEA BLVD,17 m West of,Major Arterial,North York,43.709986,-79.334384,Intersection,Non Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,45 to 49,None,0,South,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Normal, , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,54,,,44,,116
-79.334384,43.709986,80212977,4002458189,2014,2014-07-08T04:00:00.000Z,2028,20,DON MILLS RD,OVERLEA BLVD,17 m West of,Major Arterial,North York,43.709986,-79.334384,Intersection,Non Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,80 to 84,Minimal,0,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,54,,,44,,117
